UNNR;PROPER SHIPPING NAME;HAZARD CLASS;PG
3303;COMPRESSED GAS, TOXIC, OXIDIZING, N.O.S. INHALATION HAZARD ZONE D;2.3;
3304;COMPRESSED GAS, TOXIC, CORROSIVE, N.O.S. INHALATION HAZARD ZONE A;2.3;
3304;COMPRESSED GAS, TOXIC, CORROSIVE, N.O.S. INHALATION HAZARD ZONE B;2.3;
3304;COMPRESSED GAS, TOXIC, CORROSIVE, N.O.S. INHALATION HAZARD ZONE C;2.3;
3304;COMPRESSED GAS, TOXIC, CORROSIVE, N.O.S. INHALATION HAZARD ZONE D;2.3;
3305;COMPRESSED GAS, TOXIC, FLAMMABLE, CORROSIVE, N.O.S. INHALATION HAZARD ZONE A;2.3;
3305;COMPRESSED GAS, TOXIC, FLAMMABLE, CORROSIVE, N.O.S. INHALATION HAZARD ZONE B;2.3;
3305;COMPRESSED GAS, TOXIC, FLAMMABLE, CORROSIVE, N.O.S. INHALATION HAZARD ZONE C;2.3;
3305;COMPRESSED GAS, TOXIC, FLAMMABLE, CORROSIVE, N.O.S. INHALATION HAZARD ZONE D;2.3;
3306;COMPRESSED GAS, TOXIC, OXDIZING, CORROSIVE, N.O.S. INHALATION HAZARD ZONE A;2.3;
3306;COMPRESSED GAS, TOXIC, OXIDIZING, CORROSIVE, N.O.S. INHALATION HAZARD ZONE B;2.3;
3306;COMPRESSED GAS, TOXIC, OXIDIZING, CORROSIVE, N.O.S. INHALATION HAZARD ZONE C;2.3;
3306;COMPRESSED GAS, TOXIC, OXIDIZING, CORROSIVE, N.O.S. INHALATION HAZARD ZONE D;2.3;
3307;LIQUEFIED GAS, TOXIC, OXIDIZING, N.O.S. INHALATION HAZARD ZONE A;2.3;
3307;LIQUEFIED GAS, TOXIC, OXIDIZING, N.O.S. INHALATION HAZARD ZONE B;2.3;
3307;LIQUEFIED GAS, TOXIC, OXIDIZING, N.O.S. INHALATION HAZARD ZONE C;2.3;
3307;LIQUEFIED GAS, TOXIC, OXIDIZING, N.O.S. INHALATION HAZARD ZONE D;2.3;
3308;LIQUEFIED GAS, TOXIC, CORROSIVE, N.O.S. INHALATION HAZARD ZONE A;2.3;
3308;LIQUEFIED GAS, TOXIC, CORROSIVE, N.O.S. INHALATION HAZARD ZONE B;2.3;
3308;LIQUEFIED GAS, TOXIC, CORROSIVE, N.O.S. INHALATION HAZARD ZONE C;2.3;
3308;LIQUEFIED GAS, TOXIC, CORROSIVE, N.O.S. INHALATION HAZARD ZONE D;2.3;
3309;LIQUEFIED GAS TOXIC, FLAMMABLE, CORROSIVE, N.O.S. INHALATION HAZARD ZONE B;2.3;
3309;LIQUEFIED GAS, TOXIC, FLAMMABLE, CORROSIVE, N.O.S. INHALATION HAZARD ZONE A;2.3;
3309;LIQUEFIED GAS, TOXIC, FLAMMABLE, CORROSIVE, N.O.S. INHALATION HAZARD ZONE C;2.3;
3309;LIQUEFIED GAS, TOXIC, FLAMMABLE, CORROSIVE, N.O.S. INHALATION HAZARD ZONE D;2.3;
3310;LIQUEFIED GAS, TOXIC, OXIDIZING, CORROSIVE, N.O.S. INHALATION HAZARD ZONE A;2.3;
3310;LIQUEFIED GAS, TOXIC, OXIDIZING, CORROSIVE, N.O.S. INHALATION HAZARD ZONE B;2.3;
3310;LIQUEFIED GAS, TOXIC, OXIDIZING, CORROSIVE, N.O.S. INHALATION HAZARD ZONE C;2.3;
3310;LIQUEFIED GAS, TOXIC, OXIDIZING, CORROSIVE, N.O.S. INHALATION HAZARD ZONE D;2.3;
3311;GAS, REFRIGERATED LIQUID, OXIDIZING, N.O.S. (CRYOGENIC LIQUID);2.2;
3312;GAS, REFRIGERATED LIQUID, FLAMMABLE, N.O.S. (CRYOGENIC LIQUID);2.1;
3313;ORGANIC PIGMENTS, SELF-HEATING;4.2;III
3313;ORGANIC PIGMENTS, SELF-HEATING;4.2;II
3314;PLASTIC MOLDING COMPOUND IN DOUGH, SHEET OR EXTRUDED ROPE FORM EVOLVING FLAMMABLE VAPOR;9;III
3316;CHEMICAL KITS;9;
3316;CHEMICAL KITS;9;
3316;FIRST AID KITS;9;
3317;2-AMINO-4,6-DINITROPHENOL, WETTED WITH NOT LESS THAN 20 PERCENT WATER BY MASS;4.1;I
3318;AMMONIA SOLUTION, RELATIVE DENSITY LESS THAN 0.880 AT 15 DEGREES C IN WATER, WITH MORE THAN 50 PERCENT AMMONIA;2.2;
3318;AMMONIA SOLUTION, RELATIVE DENSITY LESS THAN 0.880 AT 15 DEGREES C IN WATER, WITH MORE THAN 50 PERCENT AMMONIA;2.3;
3319;NITROGLYCERIN MIXTURE, DESENSITIZED, SOLID, N.O.S. WITH MORE THAN 2 PERCENT BUT NOT MORE THAN 10 PERCENT NITROGLYCERIN, BY MASS;4.1;II
3320;SODIUM BOROHYDRIDE AND SODIUM HYDROXIDE SOLUTION, WITH NOT MORE THAN 12 PERCENT SODIUM BOROHYDRIDE AND NOT MORE THAN 40 PERCENT SODIUM HYDROXIDE BY MASS;8;II
3320;SODIUM BOROHYDRIDE AND SODIUM HYDROXIDE SOLUTION, WITH NOT MORE THAN 12 PERCENT SODIUM BOROHYDRIDE AND NOT MORE THAN 40 PERCENT SODIUM HYDROXIDE BY MASS;8;III
3321;RADIOACTIVE MATERIAL, LOW SPECIFIC ACTIVITY (LSA-II) NON FISSILE OR FISSILE-EXCEPTED;7;
3322;RADIOACTIVE MATERIAL, LOW SPECIFIC ACTIVITY (LSA-III) NON FISSILE OR FISSILE EXCEPTED;7;
3327;RADIOACTIVE MATERIAL, TYPE A PACKAGE, FISSILE NON-SPECIAL FORM;7;
3328;RADIOACTIVE MATERIAL, TYPE B(U) PACKAGE, FISSILE;7;
3329;RADIOACTIVE MATERIAL, TYPE B(M) PACKAGE, FISSILE;7;
3331;RADIOACTIVE MATERIAL, TRANSPORTED UNDER SPECIAL ARRANGEMENT, FISSILE;7;
3332;RADIOACTIVE MATERIAL, TYPE A PACKAGE, SPECIAL FORM NON FISSILE OR FISSILE-EXCEPTED;7;
3333;RADIOACTIVE MATERIAL, TYPE A PACKAGE, SPECIAL FORM, FISSILE;7;
3334;SELF-DEFENSE SPRAY, NON-PRESSURIZED;9;III
3334;AVIATION REGULATED LIQUID, N.O.S.;9;
3334;AVIATION REGULATED LIQUID, N.O.S.;9;
3335;AVIATION REGULATED SOLID, N.O.S.;9;
3336;MERCAPTANS, LIQUID, FLAMMABLE, N.O.S. OR MERCAPTAN MIXTURE, LIQUID, FLAMMABLE, N.O.S.;3;III
3336;MERCAPTANS, LIQUID, FLAMMABLE, N.O.S. OR MERCAPTAN MIXTURE, LIQUID, FLAMMABLE, N.O.S.;3;II
3336;MERCAPTANS, LIQUID, FLAMMABLE, N.O.S. OR MERCAPTAN MIXTURE, LIQUID, FLAMMABLE, N.O.S.;3;I
3337;REFRIGERANT GAS R 404A;2.2;
3338;REFRIGERANT GAS R 407A;2.2;
3339;REFRIGERANT GAS R 407B;2.2;
3340;REFRIGERANT GAS R 407C;2.2;
3341;THIOUREA DIOXIDE;4.2;III
3341;THIOUREA DIOXIDE;4.2;II
3342;XANTHATES;4.2;III
3342;XANTHATES;4.2;II
3343;NITROGLYCERIN MIXTURE, DESENSITIZED, LIQUID, FLAMMABLE, N.O.S. WITH NOT MORE THAN 30 PERCENT NITROGLYCERIN, BY MASS;3;
3344;PENTAERYTHRITE TETRANITRATE MIXTURE, DESENSITIZED, SOLID, N.O.S. OR PENTAERYTHRITOL TETRANITRATE MIXTURE, DESENSITIZED, SOLID, N.O.S. OR PETN MIXTURE, DESENSITIZED, SOLID, N.O.S. WITH MORE THAN 10 PERCENT BUT NOT MORE THAN 20 PERCENT PETN, BY MASS;4.1;II
3345;PHENOXYACETIC ACID DERIVATIVE PESTICIDE, SOLID, TOXIC;6.1;II
3345;PHENOXYACETIC ACID DERIVATIVE PESTICIDE, SOLID, TOXIC;6.1;III
3345;PHENOXYACETIC ACID DERIVATIVE PESTICIDE, SOLID, TOXIC;6.1;I
3346;PHENOXYACETIC ACID DERIVATIVE PESTICIDE, LIQUID, FLAMMABLE, TOXIC FLASH POINT LESS THAN 23 DEGREES C;3;I
3346;PHENOXYACETIC ACID DERIVATIVE PESTICIDE, LIQUID, FLAMMABLE, TOXIC FLASH POINT LESS THAN 23 DEGREES C;3;II
3347;PHENOXYACETIC ACID DERIVATIVE PESTICIDE, LIQUID, TOXIC, FLAMMABLE, FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;III
3347;PHENOXYACETIC ACID DERIVATIVE PESTICIDE, LIQUID, TOXIC, FLAMMABLE, FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;I
3347;PHENOXYACETIC ACID DERIVATIVE PESTICIDE, LIQUID, TOXIC, FLAMMABLE, FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;II
3348;PHENOXYACETIC ACID DERIVATIVE PESTICIDE, LIQUID, TOXIC;6.1;III
3348;PHENOXYACETIC ACID DERIVATIVE PESTICIDE, LIQUID, TOXIC;6.1;I
3348;PHENOXYACETIC ACID DERIVATIVE PESTICIDE, LIQUID, TOXIC;6.1;II
3349;PYRETHROID PESTICIDE, SOLID, TOXIC;6.1;II
3349;PYRETHROID PESTICIDE, SOLID, TOXIC;6.1;III
3349;PYRETHROID PESTICIDE, SOLID, TOXIC;6.1;I
3350;PYRETHROID PESTICIDE, LIQUID, FLAMMABLE, TOXIC, FLASH POINT LESS THAN 23 DEGREES C;3;I
3350;PYRETHROID PESTICIDE, LIQUID, FLAMMABLE, TOXIC, FLASH POINT LESS THAN 23 DEGREES C;3;II
3351;PYRETHROID PESTICIDE, LIQUID, TOXIC, FLAMMABLE, FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;III
3351;PYRETHROID PESTICIDE, LIQUID, TOXIC, FLAMMABLE, FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;I
3351;PYRETHROID PESTICIDE, LIQUID, TOXIC, FLAMMABLE, FLASH POINT NOT LESS THAN 23 DEGREES C;6.1;II
3352;PYRETHROID PESTICIDE, LIQUID TOXIC;6.1;III
3352;PYRETHROID PESTICIDE, LIQUID TOXIC;6.1;I
3352;PYRETHROID PESTICIDE, LIQUID TOXIC;6.1;II
3354;INSECTICIDE GASES, FLAMMABLE, N.O.S.;2.1;
3355;INSECTICIDE GASES, TOXIC, FLAMMABLE, N.O.S. INHALATION HAZARD ZONE A;2.3;
3355;INSECTICIDE GASES, TOXIC, FLAMMABLE, N.O.S. INHALATION HAZARD ZONE B;2.3;
3355;INSECTICIDE GASES, TOXIC, FLAMMABLE, N.O.S. INHALATION HAZARD ZONE C;2.3;
3355;INSECTICIDE GASES, TOXIC, FLAMMABLE, N.O.S.INHALATION HAZARD ZONE D;2.3;
3356;OXYGEN GENERATOR, CHEMICAL, SPENT;9;III
3356;OXYGEN GENERATOR, CHEMICAL (INCLUDING WHEN CONTAINED IN ASSOCIATED EQUIPMENT, E.G., PASSENGER SERVICE UNITS (PSUS), PORTABLE BREATHING EQUIPMENT (PBE), ETC).;5.1;II
3357;NITROGLYCERIN MIXTURE, DESENSITIZED, LIQUID, N.O.S. WITH NOT MORE THAN 30% NITROGLYCERIN, BY MASS;3;II
3358;REFRIGERATING MACHINES, CONTAINING FLAMMABLE, NON-TOXIC, LIQUEFIED GAS;2.1;
3360;FIBERS, VEGETABLE, DRY;4.1;III
3361;CHLOROSILANES, TOXIC, CORROSIVE, N.O.S.;6.1;II
3362;CHLOROSILANES, TOXIC, CORROSIVE, FLAMMABLE, N.O.S.;6.1;II
3363;DANGEROUS GOODS IN MACHINERY  OR   DANGEROUS GOODS IN APPARATUS;9;
3364;TRINITROPHENOL (PICRIC ACID), WETTED, WITH NOT LESS THAN 10% WATER BY MASS;4.1;I
3365;TRINITROCHLOROBENZENE (PICRYL CHLORIDE), WETTED, WITH NOT LESS THAN 10% WATER BY MASS;4.1;I
3366;TRINITROTOLUENE (TNT), WETTED, WITH NOT LESS THAN 10% WATER BY MASS;4.1;I
3367;TRINITROBENZENE, WETTED, WITH NOT LESS THAN 10% WATER BY MASS;4.1;I
3368;TRINITROBENZOIC ACID, WETTED, WITH NOT LESS THAN 10% WATER BY MASS;4.1;I
3369;SODIUM DINITRO-O-CRESOLATE, WETTED, WITH NOT LESS THAN 10% WATER BY MASS;4.1;I
3370;UREA NITRATE, WETTED, WITH NOT LESS THAN 10% WATER BY MASS;4.1;I
3371;2-METHYLBUTANAL;3;II
3373;BIOLOGICAL SUBSTANCE, CATEGORY B;6.2;
3375;AMMONIUM NITRATE EMULSION OR AMMONIUM NITRATE SUSPENSION OR AMMONIUM NITRATE GEL, INTERMEDIATE FOR BLASTING EXPLOSIVES;5.1;II
3376;4-NITROPHENYLHYDRAZINE, WITH NOT LESS THAN 30% WATER, BY MASS;4.1;I
3377;SODIUM PERBORATE MONOHYDRATE;5.1;III
3378;SODIUM CARBONATE PEROXYHYDRATE;5.1;II
3378;SODIUM CARBONATE PEROXYHYDRATE;5.1;III
3379;DESENSITIZED EXPLOSIVES, LIQUID, N.O.S.;3;I
3380;DESENSITIZED EXPLOSIVES, SOLID, N.O.S.;4.1;I
3381;TOXIC BY INHALATION LIQUID, N.O.S. WITH AN LC50 LOWER THAN OR EQUAL TO 200 ML/M3 AND SATURATED VAPOR CONCENTRATION GREATER THAN OR EQUAL TO 500 LC50;6.1;I
3382;TOXIC BY INHALATION LIQUID, N.O.S. WITH AN LC50 LOWER THAN OR EQUAL TO 1000 ML/M3 AND SATURATED VAPOR CONCENTRATION GREATER THAN OR EQUAL TO 10 LC50;6.1;I
3383;TOXIC BY INHALATION LIQUID, FLAMMABLE, N.O.S. WITH AN LC50 LOWER THAN OR EQUAL TO 200 ML/M3 AND SATURATED VAPOR CONCENTRATION GREATER THAN OR EQUAL TO 500 LC50;6.1;I
3384;TOXIC BY INHALATION LIQUID, FLAMMABLE, N.O.S. WITH AN LC50 LOWER THAN OR EQUAL TO 1000 ML/M3 AND SATURATED VAPOR CONCENTRATION GREATER THAN OR EQUAL TO 10 LC50;6.1;I
3385;TOXIC BY INHALATION, LIQUID, WATER-REACTIVE, N.O.S. WITH AN LC50 LOWER THAN OR EQUAL TO 200 ML/M3 AND SATURATED VAPOR CONCENTRATION GREATER THAN OR EQUAL TO 500 LC50;6.1;I
3386;TOXIC BY INHALATION LIQUID, WATER-REACTIVE, N.O.S. WITH AN LC50 LOWER THAN OR EQUAL TO 1000 ML/M3 AND SATURATED VAPOR CONCENTRATION GREATER THAN OR EQUAL TO 10 LC50;6.1;I
3387;TOXIC BY INHALATION LIQUID, OXIDIZING, N.O.S. WITH AN LC50 LOWER THAN OR EQUAL TO 200 ML/M3 AND SATURATED VAPOR CONCENTRATION GREATER THAN OR EQUAL TO 500 LC50;6.1;I
3388;TOXIC BY INHALATION LIQUID, OXIDIZING, N.O.S. WITH AN LC50 LOWER THAN OR EQUAL TO 1000 ML/M3 AND SATURATED VAPOR CONCENTRATION GREATER THAN OR EQUAL TO 10 LC50;6.1;I
3389;TOXIC BY INHALTION LIQUID, CORROSIVE, N.O.S. WITH AN LC50 LOWER THAN OR EQUAL TO 200 ML/M3 AND SATURATED VAPOR CONCENTRATION GREATER THAN OR EQUAL TO 500 LC50;6.1;I
3390;TOXIC BY INHALATION LIQUID, CORROSIVE, N.O.S. WITH AN LC50 LOWER THAN OR EQUAL TO 1000 ML/M3 AND SATURATED VAPOR CONCENTRATION GREATER THAN OR EQUAL TO 10 LC50;6.1;I
3391;ORGANOMETALLIC SUBSTANCE, SOLID, PYROPHORIC;4.2;I
3392;ORGANOMETALLIC SUBSTANCE, LIQUID, PYROPHORIC;4.2;I
3393;ORGANOMETALLIC SUBSTANCE, SOLID, PYROPHORIC, WATER-REACTIVE;4.2;I
3394;ORGANOMETALLIC SUBSTANCE, LIQUID, PYROPHORIC, WATER-REACTIVE;4.2;I
3395;ORGANOMETALLIC SUBSTANCE, SOLID, WATER-REACTIVE;4.3;I
3395;ORGANOMETALLIC SUBSTANCE, SOLID, WATER-REACTIVE;4.3;II
3395;ORGANOMETALLIC SUBSTANCE, SOLID, WATER-REACTIVE;4.3;III
3396;ORGANOMETALLIC SUBSTANCE, SOLID, WATER-REACTIVE, FLAMMABLE;4.3;I
3396;ORGANOMETALLIC SUBSTANCE, SOLID, WATER-REACTIVE, FLAMMABLE;4.3;II
3396;ORGANOMETALLIC SUBSTANCE, SOLID, WATER-REACTIVE, FLAMMABLE;4.3;III
3397;ORGANOMETALLIC SUBSTANCE, SOLID, WATER REACITVE, SELF-HEATING;4.3;I
3397;ORGANOMETALLIC SUBSTANCE, SOLID, WATER-REACTIVE, SELF-HEATING;4.3;II
3397;ORGANOMETALLIC SUBSTANCE, SOLID, WATER-REACTIVE, SELF-HEATING;4.3;III
3398;ORGANOMETALLIC SUBSTANCE, LIQUID, WATER-REACTIVE;4.3;I
3398;ORGANOMETALLIC SUBSTANCE, LIQUID, WATER-REACTIVE;4.3;II
3398;ORGANOMETALLIC SUBSTANCE, LIQUID, WATER-REACTIVE;4.3;III
3399;ORGANOMETALLIC SUBSTANCE, LIQUID, WATER-REACTIVE, FLAMMABLE;4.3;I
3399;ORGANOMETALLIC SUBSTANCE, LIQUID, WATER-REACTIVE, FLAMMABLE;4.3;II
3399;ORGANOMETALLIC SUBSTANCE, LIQUID, WATER-REACTIVE, FLAMMABLE;4.3;III
3400;ORGANOMETALLIC SUBSTANCE, SOLID, SELF-HEATING;4.2;II
3400;ORGANOMETALLIC SUBSTANCE, SOLID, SELF-HEATING;4.2;III
3401;ALKALI METAL AMALGAM, SOLID;4.3;I
3402;ALKALINE EARTH METAL AMALGAMS, SOLID;4.3;I
3403;POTASSIUM METAL ALLOYS, SOLID;4.3;I
3404;POTASSIUM SODIUM ALLOYS, SOLID;4.3;I
3405;BARIUM CHLORATE, SOLUTION;5.1;II
3405;BARIUM CHLORATE, SOLUTION;5.1;III
3406;BARIUM PERCHLORATE, SOLUTION;5.1;II
3406;BARIUM PERCHLORATE, SOLUTION;5.1;III
3407;CHLORATE AND MAGNESIUM CHLORIDE MIXTURE SOLUTION;5.1;II
3407;CHLORATE AND MAGNESIUM CHLORIDE MIXTURE SOLUTION;5.1;III
3408;LEAD PERCHLORATE, SOLUTION;5.1;III
3408;LEAD PERCHLORATE, SOLUTION;5.1;II
3409;CHLORONITROBENZENES, LIQUID ;6.1;II
3410;4-CHLORO-O-TOLUIDINE HYDROCHLORIDE, SOLUTION;6.1;III
3411;BETA-NAPHTHYLAMINE SOLUTION;6.1;II
3411;BETA-NAPHTHYLAMINE SOLUTION;6.1;III
3412;FORMIC ACID WITH NOT LESS THAN 10% BUT NOT MORE THAN 85% ACID BY MASS;8;II
3412;FORMIC ACID WITH NOT LESS THAN 5% BUT NOT MORE THAN 10% ACID BY MASS;8;III
3413;POTASSIUM CYANIDE SOLUTION;6.1;I
3413;POTASSIUM CYANIDE SOLUTION;6.1;II
3413;POTASSIUM CYANIDE SOLUTION;6.1;III
3414;SODIUM CYANIDE SOLUTION;6.1;I
3414;SODIUM CYANIDE SOLUTION;6.1;II
3414;SODIUM CYANIDE SOLUTION;6.1;III
3415;SODIUM FLUORIDE SOLUTION;6.1;III
3416;CHLOROACETOPHEONE, LIQUID, (CN);6.1;II
3417;XYLYL BROMIDE, SOLID;6.1;II
3418;2,4-TOLUYLENEDIAMINE SOLUTION OR 2,4-TOLUENEDIAMINE SOLUTION;6.1;III
3418;2,4-TOLYLENEDIAMINE SOLUTION OR 2,4-TOLUENEDIAMINE SOLUTION;6.1;III
3419;BORON TRIFLUORIDE ACETIC ACID COMPLEX, SOLID;8;II
3420;BORON TRIFLUORIDE PROPIONIC ACID COMPLEX, SOLID;8;II
3421;POTASSIUM HYRDOGENDIFLUORIDE SOLUTION;8;II
3421;POTASSIUM HYRDOGENDIFLUORIDE SOLUTION;8;III
3422;POTASSIUMM FLUORIDE SOLUTION;6.1;III
3423;TETRAMETHYLAMMONIUM HYDROXIDE, SOLID;8;II
3424;AMMONIUM DINITRO-O-CRESOLATE SOLUTION;6.1;II
3424;AMMONIUM DINITRO-O-CRESOLATE SOLUTION;6.1;III
3425;BROMOACETIC ACID, SOLID;8;II
3426;ACRYLAMIDE SOLUTION;6.1;III
3427;CHLOROBENZYL CHLORIDES, SOLID;6.1;III
3428;3-CHLORO-4-METHYLPHENYL ISOCYANATE, SOLID;6.1;II
3429;CHLOROTOLUIDINES, LIQUID;6.1;III
3430;XYLENOLS, LIQUID;6.1;II
3431;NITROBENZOTRIFLUORIDES, SOLID;6.1;II
3432;POLYCHLORINATED BIPHENYLS, SOLID;9;II
3434;NITROCRESOLS, LIQUID;6.1;III
3436;HEXAFLUOROACETONE HYDRATE, SOLID;6.1;II
3437;CHLOROCRESOLS, SOLID;6.1;II
3438;ALPHA-METHYLBENZYL ALCOHOL, SOLID;6.1;III
3439;NITRILES, SOLID, TOXIC, N.O.S.;6.1;III
3439;NITRILES, SOLID, TOXIC, N.O.S. ;6.1;I
3439;NITRILES, SOLID, TOXIC, N.O.S. ;6.1;II
3440;SELENIUM COMPOUND, LIQUID, N.O.S.;6.1;II
3440;SELENIUM COMPOUND, LIQUID, N.O.S.;6.1;III
3440;SELENIUM COMPOUND, LIQUID, N.O.S. ;6.1;I
3441;CHLORODINITROBENZENES, SOLID;6.1;II
3441;CHLORODINITROBENZENES, SOLID;6.1;II
3442;DICHLOROANILINES, SOLID;6.1;II
3443;DINITROBENZENES, SOLID;6.1;II
3444;NICOTINE HYDROCHLORIDE, SOLID;6.1;II
3445;NICOTINE SULFATE, SOLID;6.1;II
3446;NITROTOLUENES, SOLID;6.1;II
3447;NITROXYLENES, SOLID;6.1;II
3448;TEAR GAS SUBSTANCE, SOLID, N.O.S.;6.1;I
3448;TEAR GAS SUBSTANCE, SOLID, N.O.S. ;6.1;II
3449;BROMOBENZYL CYANIDES, SOLID;6.1;I
3450;DIPHENYLCHLOROARSINE, SOLID;6.1;I
3451;TOLUIDINES, SOLID;6.1;II
3452;XYLIDINES, SOLID;6.1;II
3453;PHOSPHORIC ACID, SOLID;8;III
3454;DINITROTOLUENES, SOLID;6.1;II
3455;CRESOLS, SOLID;6.1;II
3456;NITROSYLSULPHURIC ACID, SOLID;8;II
3457;CHLORONITROTOLUENES, SOLID;6.1;III
3458;NITROANISOLES, SOLID;6.1;III
3459;NITROBROMOBENZENES, SOLID;6.1;III
3460;N-ETHYLBENZYLTOLUIDINES, SOLID;6.1;III
3462;TOXINS, EXTRACTED FROM LIVING SOURCES, SOLID, N.O.S.;6.1;I
3462;TOXINS, EXTRACTED FROM LIVING SOURCES, SOLID, N.O.S.;6.1;II
3462;TOXINS, EXTRACTED FROM LIVING SOURCES, SOLID, N.O.S.;6.1;III
3463;PROPIONIC ACID WITH NOT LESS THAN 90% ACID BY MASS;8;II
3464;ORGANOPHOSPHORUS COMPOUND, SOLID, TOXIC, N.O.S.;6.1;I
3464;ORGANOPHOSPHORUS COMPOUND, SOLID, TOXIC, N.O.S.;6.1;II
3464;ORGANOPHOSPHORUS COMPOUND, SOLID, TOXIC, N.O.S.;6.1;III
3465;ORGANOARSENIC COMPOUND, SOLID, N.O.S.;6.1;I
3465;ORGANOARSENIC COMPOUND, SOLID, N.O.S.;6.1;II
3465;ORGANOARSENIC COMPOUND, SOLID, N.O.S.;6.1;III
3466;METAL CARBONYLS, SOLID, N.O.S.;6.1;I
3466;METAL CARBONYLS, SOLID, N.O.S.;6.1;II
3466;METAL CARBONYLS, SOLID, N.O.S.;6.1;III
3467;ORGANOMETALLIC COMPOUND, SOLID, TOXIC, N.O.S.;6.1;I
3467;ORGANOMETALLIC COMPOUND, SOLID, TOXIC, N.O.S.;6.1;II
3467;ORGANOMETALLIC COMPOUND, SOLID, TOXIC, N.O.S.;6.1;III
3468;"HYDROGEN IN A METAL HYDRIDE STORAGE SYSTEM OR
HYDROGEN IN A METAL HYDRIDE STORAGE SYSTEM CONTAINED IN EQUIPMENT OR HYDROGEN IN A METAL HYDRIDE STORAGE
SYSTEM PACKED WITH EQUIPMENT";2.1;
3469;PAINT RELATED MATERIAL, FLAMMABLE, CORROSIVE (INCLUDING PAINT THINNING OR REDUCING COMPOUND);3;I
3469;PAINT RELATED MATERIAL, FLAMMABLE, CORROSIVE (INCLUDING PAINT THINNING OR REDUCING COMPOUND);3;II
3469;PAINT RELATED MATERIAL, FLAMMABLE, CORROSIVE (INCLUDING PAINT THINNING OR REDUCING COMPOUND);3;III
3469;PAINT RELATED MATERIAL, FLAMMABLE, CORROSIVE (INCLUDING PAINT THINNING OR REDUCING COMPOUND);3;I
3469;PAINT, FLAMMABLE, CORROSIVE, (INCLUDING PAINT , LACQUER, ENAMEL, STAIN, SHELLAC, VARNISH, POLISH, LIQUID FILLER AND LIQUID LACQUER BASE);3;I
3469;PAINT, FLAMMABLE, CORROSIVE, (INCLUDING PAINT , LACQUER, ENAMEL, STAIN, SHELLAC, VARNISH, POLISH, LIQUID FILLER AND LIQUID LACQUER BASE);3;II
3469;PAINT, FLAMMABLE, CORROSIVE, (INCLUDING PAINT , LACQUER, ENAMEL, STAIN, SHELLAC, VARNISH, POLISH, LIQUID FILLER AND LIQUID LACQUER BASE);3;III
3470;PAINT RELATED MATERIAL CORROSIVE, FLAMMABLE (INCLUDING PAINT THINNING OR REDUCING COMPOUND);8;II
3470;PAINT, CORROSIVE, FLAMMABLE (INCLUDING PAINT, LACQUER, ENAMEL, STAIN, SHELLAC SOLUTIONS, VARNISH, POLISH, LIQUID FILLER, AND LIQUID LACQUER BASE);8;II
3471;HYDROGENDIFLUORIDES, SOLUTION N.O.S. ;8;III
3471;HYDROGENDIFLUORIDES, SOLUTION, N.O.S. ;8;II
3472;CROTONIC ACID LIQUID;8;III
3473;"FUEL CELL CARTRIDGES OR FUEL CELL CARTRIDGES
CONTAINED IN EQUIPMENT OR FUEL CELL
CARTRIDGES PACKED WITH EQUIPMENT CONTAINING FLAMMABLE LIQUIDS";3;
3474;1-HYDROXYBENZOTRIAZOLE, MONOHYDRATE;4.1;I
3475;ETHANOL AND GASOLINE MIXTURE OR ETHANOL AND MOTOR SPIRIT MIXTURE OR ETHANOL AND PETROL MIXTURE, WITH MORE THAN 10% ETHANOL;3;II
3476;"FUEL CELL CARTRIDGES OR FUEL CELL CARTRIDGES
CONTAINED IN EQUIPMENT OR FUEL CELL
CARTRIDGES PACKED WITH EQUIPMENT CONTAINING WATER-REACTIVE SUBSTANCES";4.3;
3477;"FUEL CELL CARTRIDGES OR FUEL CELL CARTRIDGES
CONTAINED IN EQUIPMENT OR FUEL CELL
CARTRIDGES PACKED WITH EQUIPMENT CONTAINING CORROSIVE SUBSTANCES.";8;
3478;"FUEL CELL CARTRIDGES OR FUEL CELL CARTRIDGES
CONTAINED IN EQUIPMENT OR FUEL CELL
CARTRIDGES PACKED WITH EQUIPMENT CONTAINING LIQUEFIED FLAMMABLE GAS";2.1;
3479;"FUEL CELL CARTRIDGES OR FUEL CELL CARTRIDGES
CONTAINED IN EQUIPMENT OR FUEL CELL
CARTRIDGES PACKED WITH EQUIPMENT CONTAINING HYDROGEN IN METAL HYDRIDE";2.1;
3482;ALKALI METAL DISPERSIONS, FLAMMABLE OR ALKALINE EARTH METAL DISPERSIONS, FLAMMABLE;4.3;I
3483;MOTOR FUEL ANTI-KNOCK MIXTURE, FLAMMABLE;6.1;I
3484;HYDRAZINE AQUEOUS SOLUTION, FLAMMABLE WITH MORE THAN 37% HYDRAZINE, BY MASS;8;I
3485;CALCIUM HYPOCHLORITE, DRY, CORROSIVE OR CALCIUM HYPOCHLORITE MIXTURES, DRY, CORROSIVE WITH MORE THAN 39% AVAILABLE CHLORINE (8.8% AVAILABLE OXYGEN) ;5.1;II
